,message_id,actor_id,engagement_type,engagement_parent,text,univ_id,time_published,media_type,geo,index_text,keyN,tweet_counts,user_counts,gpt_label,manual_label,is_gt,label
6348,1352703,5958,retweet,9975a251fe6bf41bb91ed9c1539f17e13367bfb7e3dcd377df3fa77ae464de0a,"RT @natoreyes On the new US forward bases The four new EDCA sites in Cagayan, Isabela and Palawan announced by the Philippine government will allow the US to preposition weapons and warships directed at China, a move that will heighten tensions and lead to an arms race in the region. https://t.co/b4cRvcY2EK",,1680573684,Twitter,,announced arms bases cagayan china directed edca forward government heighten isabela lead move palawan philippine preposition race region rt sites tensions warships weapons,23,30,46,opposing,,0,
6349,4423264,5958,retweet,54c459054aec44975dd5b89d6462d3c6ace7a36f54fba6ef15188a7e28c0fd0e,"RT ARTVERVillam What is EDCA, and why should we be concerned that there are the most ancient NEW EDCA sites in the country? Athread - EDCA or Enhanced Defense Cooperation Agrement agreement of US and PH to maintain the US military system and the US and military bases of its PH. thps:/tcocencencencenc/Vo81bH",,1680669708,Twitter,,agreement agrement ancient artvervillam athread bases concerned cooperation country defense edca edca edca enhanced maintain military military ph ph rt sites system tcocencencencenc thps vo81bh,25,89,46,opposing,,0,
6350,1282823,5958,retweet,0d5547a51fd1b35adfe5e3c450952644cca41d132fe3d0416b501e108cc46183,RT ęlfs_upv What is EDCA or Enhanced Defense Cooperation Agreement? Why do we need to fight this? Why is the call #USTroopsOutNow and #noBakhanxercises appropriate? Get to know in the chin: hetps:/t.cociliaEhB8F,,1680806173,Twitter,,agreement call chin cociliaehb8f cooperation defense edca enhanced fight hetps rt ęlfs_upv,12,23,46,opposing,,0,
6352,4682290,5958,retweet,efe230e3260431a5660a3c9b4e116d66abaaab5466cb1d65f2e5a3facf1b6e14,"RT  #CEGPhils Progressive organizations strongly object to such revolutionary laws as MDT, VFA, EDCA, that Barbian Exercises are united only in democratic rights, in nature such as agricultural and fishing land, and national sovereignty. ethps:/tco./JKe4AO8H, and national sovereignty.",,1681223975,Twitter,,agricultural barbian democratic edca ethps exercises fishing jke4ao8h land laws mdt national national nature object organizations progressive revolutionary rights rt sovereignty sovereignty strongly tco united vfa,26,18,46,opposing,,0,
6353,3972572,5958,retweet,7327d1b015efd91bca5f1a3b1c81b35f470915c689151dfe6392175dd43695cd,"RT @anakbayan_ph Anakbayan reiterates opposition to Balikatan and EDCA, calls for end to unequal US-PH relationship FOR IMMEDIATE RELEASE April 11, 2023 #USTroopsOutNow #NoToBalikatan #JunkEDCA https://t.co/pI9fY1jHyn",,1681191676,Twitter,,11 anakbayan april balikatan calls edca end opposition ph reiterates relationship release rt unequal,14,36,46,opposing,,0,
6354,3521508,5958,retweet,51e254c23ff3af92608349d75e2fb5723d166e066118f8553e4eee0227feb7ea,"RT @ReynaValmores Today is Day 1 of the Balikatan exercise. Reports are already pouring in from Nueva Ecija, where farmers could hear the explosions of the live-fire exercise from the EDCA site. Residents express fears of leaving their homes and continuing their livelihood. #USTroopsOutNow",,1681190043,Twitter,,balikatan continuing day ecija edca exercise exercise explosions express farmers fears fire hear homes leaving live livelihood nueva pouring reports residents rt site today,24,104,46,opposing,opposing,1,
6355,5966790,5958,retweet,6b98e5ce58cf1dbda0785088464f29109f5ee5f9c52d76ce87125420dded9c57,"RT @natoreyes Arrogant white dude, with a warship for cover photo, presuming he can lecture Filipinos on what is good for them, like it's some kind of ""white man's burden/manifest destiny"" that we should all be grateful for. We wouldn't be in this mess if we weren't colonized by the US, idiot.",,1681213172,Twitter,,arrogant burden colonized cover destiny dude filipinos good grateful idiot kind lecture man manifest mess photo presuming rt warship white white,21,31,46,opposing,opposing,1,
6358,6495743,5958,retweet,b332f3163e766e2ea6080aa75ee86b434ec3962272cbe3206d3c9716f03fac38,"RT @ginollopez As one of the 150,000 Filipinos living in Taiwan that Huang Xilian threatens to endanger if EDCA pushes through… a.) #NoToBalikatanExercises BUT ALSO: b.) #StandWithTaiwan & its right to self-determination!! The modern day PRC has not ruled over Taiwan for even one second!",,1681611117,Twitter,,000 150 day determination edca endanger filipinos huang living modern prc pushes rt ruled taiwan taiwan threatens xilian,18,22,46,opposing,,0,
6359,4137182,5958,retweet,abe167e1d8b2eb48a8750e4bd115d16653479c67a5e77fafdf9f4faf117b105e,"RT @MangingisdaSays I hope Kakampinks who criticize them in the replies section understand the issue first. Two EDCA sites will be in Cagayan, which could endanger residents in the friction between US & China. We must not let ourselves be dragged into the inter-imperialist war between US & China!",,1681810733,Twitter,,cagayan china china criticize dragged edca endanger friction hope imperialist inter issue kakampinks replies residents rt section sites understand war,20,118,46,opposing,,0,
6360,1643346,5958,retweet,2dd28aa375c7d22c6d2461e867a04179560adf833118337798d52d372ca6dbda,RT ☞ggggg with the thickness of the faces of some here tell us Cagano people who have been taken for money or bobo just because we're opposed to EDCA. I'm from Lal-lo International Airport a EDCA site. If you know how scared people are now kwing-++++++.,,1681915762,Twitter,,airport bobo cagano edca edca faces ggggg international kwing lal lo money opposed people people rt scared site thickness,19,37,46,opposing,,0,
6361,7016228,5958,retweet,6a89fbd8ff940fbd73f491bae1b70e07ef51a90b8447ca93e93dfe8baa32759d,"RT @NDFUpdatesPH UPDATES Philippines comes with a new look! Read our latest issue OUT NOW featuring the NPA's 54th Anniversary, guerilla actions in 5 provinces, insights on new EDCA sites in PH and more: https://t.co/xFhreA503H https://t.co/A2ITwxThG5",,1681915780,Twitter,,54th actions anniversary edca featuring guerilla insights issue latest npa ph philippines provinces read rt sites updates,17,25,46,supportive,,0,
6363,3284964,5958,retweet,71a1c8fd6c3c81743f2c18779b562f8444fc729499ce7110e77c0e951a9a5148,RT @ins_ph Introducing our prominent speakers for tomorrow's INSight! JOIN US at 8 PM this April 28 as we tackle and exchange words on local issues✨ #edca #rcep #wagefight https://t.co/BiZxnNxq9a,,1682594513,Twitter,,april exchange insight introducing issues✨ join local pm prominent rt speakers tackle tomorrow words,14,15,46,opposing,neutral,1,
6364,5652533,5958,retweet,5f13d0840c00c3659547a23f35075d728dd4317aa1481db20f6b348f4b9cd1d0,"RT @bahaynadilaw spain, america, japan, and britain should exempt filipinos from visa as compensation for colonizing us",,1682695329,Twitter,,america britain colonizing compensation exempt filipinos japan rt spain visa,10,1906,46,neutral,,0,
6368,7032205,5958,retweet,702985f0feb71dde5dad261fc6c23143695dac9e9eb8b424871dac781a6295cb,"RT @arpakph Dumadagundong ang sigaw para sa dagdag-sahod, kontra-EDCA! Magmartsa sa Mayo Uno! Marcos Jr., hindi nakabubuhay ang mga bomba’t sahod na barat! Sa unang Mayo Uno sa ilalim ng rehimeng Marcos Jr., hamon sa ating patampukin ng panawagan para sa kagyat na pambansang dagdag sahod. https://t.co/xhjj70YyUI",,1682862398,Twitter,,ang ang ating barat bomba dagdag dagdag dumadagundong edca hamon hindi ilalim jr jr kagyat kontra magmartsa marcos marcos mayo mayo mga na na nakabubuhay ng ng pambansang panawagan para para patampukin rehimeng rt sa sa sa sa sa sa sahod sahod sahod sigaw unang uno uno,47,58,46,opposing,,0,
6370,1900043,5958,retweet,836465151c529cd90445ffa87550f90503bb057207c2e4623f8689d7eba595fc,"RT @rapplerdotcom A group of Filipinos protest the arrival of Philippine president Ferdinand ""Bongbong"" Marcos Jr in the United States. Follow Rappler's coverage: https://t.co/UkjfsupSEB https://t.co/RFpBLwKhjF",,1682991875,Twitter,,arrival bongbong coverage ferdinand filipinos follow group jr marcos philippine president protest rappler rt states united,16,352,46,opposing,,0,
6373,5506201,5958,retweet,d2716a83e470bf5ee09595091b87445baf724429b5ac711bcfe1c8fc34c73e33,"RT @altermidya LOOK: Members of the Filipino community in Washington led by Bayan USA, Malaya Movement, and ICHRP protested in front of Fiola Mare, a fine dining establishment in the high-end Georgetown neighborhood, where Marcos, Jr. and his cabinet dined with Filipino Tycoons. https://t.co/doVBP9x14Y",,1683084720,Twitter,,bayan cabinet community dined dining end establishment filipino filipino fine fiola front georgetown high ichrp jr led malaya marcos mare members movement neighborhood protested rt tycoons usa washington,28,133,46,opposing,opposing,1,
6375,4490587,5958,retweet,45d6bf78bb5daa46c2e269d20cc1a7bdd31d637bf245cd070cc75c4411766bb2,"RT  #BYNIGYLY WHY DO THE SUNDAL PINOSE OF THE EARTH? Learn the history of US flooring in the Philippines, and why do the Kano people stay here even when we are free? Read: hetps:/tcot./LOW88ev # JunkVA #USTropsOut tps:/tcojcljchPh",,1685273172,Twitter,,earth flooring free hetps history junkva kano learn low88ev people philippines pinose read rt stay sundal tcojcljchph tcot tps,19,11,46,neutral,,0,
6377,3963273,5958,retweet,f0d2baa3827c5127571caa77cdfea48a4a7b155d8ab927e45d1cae221489445e,RT @CONTEND_UP READ: Primer on the Visiting Forces Agreement (VFA) and the Enhanced Defense Cooperation Act (EDCA). JOIN THE MULTISECTORAL MOBILIZATION AGAINST US IMPERIALISM ON JUNE 12! Read CONTEND's position on #HINDIpendenceDay: https://t.co/h96Xq2qRCu #JunkVFA #JunkEDCA #AtinAngPinas https://t.co/injcUrS9MC,,1686481437,Twitter,,12 act agreement contend cooperation defense edca enhanced forces imperialism join june mobilization multisectoral position primer read read rt vfa visiting,21,28,46,opposing,opposing,1,
6380,5799784,5958,retweet,37f70bff3a6f85078ff2103c04f905f23214a9abf9e32d25f22f534d324e359c,"RT @Bahaghari_PH “This war will never even happen in the US. It will not happen in China. This war will happen here, in the Philippines. It is Filipinos who will pay to maintain the dominance of the US”. Watch Al Jazeera’s (@ajplus) investigation on Balikatan: https://t.co/3PnOkQ8Hin https://t.co/5ElnlLeFlq",,1687930599,Twitter,,al balikatan china dominance filipinos happen happen happen investigation jazeera maintain pay philippines rt war war watch,17,71,46,opposing,,0,
6414,4793711,148693,retweet,656036a6d0f199a52b84aee85ddefffe01e3500afcf4187e0ca1b232610c7ba1,"RT @IanMakabayan Notice how Malacañang secretly missed out the 70 delegation of Marcos to Switzerland. No PR about this in any media, even state-owned Big economies like India and the US have only anywhere between 7-15 delegation. Bakit 70 ang sa Pilipinas at bakit may kasamang artista?",,1673782697,Twitter,,15 ang artista bakit bakit big delegation delegation economies india kasamang malacañang marcos media missed notice owned pilipinas pr rt sa secretly state switzerland,24,824,6,neutral,opposing,1,
6417,3095470,148693,retweet,3fe071c7c5d9573a306183aa07366ccf0261a6eb94c3bab05300c943035d5902,RT @RadSumagaysay do these kids even know that the n-word was used by occupying American forces in referring to Filipinos during the Philippine-American War? https://t.co/Ikm8UikD8k,,1678534838,Twitter,,american american filipinos forces kids occupying philippine referring rt war word,11,26,6,opposing,,0,
6418,6591043,148693,retweet,ada60ea7ce6995d7cab5145b35aa4c3d9fd6d9bc84f9a6fe139506f2a9cd6292,RT @ReynaValmores WHAT IS THE BALIKATAN EXERCISE AND WHY MUST WE OPPOSE IT? Here are key reasons why we must call for an end to the US-RP Balikatan exercise and the lop-sided military agreements between the US and the Philippines A comprehensive thread 🧵 #USTroopsOutNow https://t.co/wEqth5gZaG,,1681272533,Twitter,,agreements balikatan balikatan call comprehensive end exercise exercise key lop military oppose philippines reasons rp rt sided thread,18,537,6,opposing,,0,
6422,5675894,10704,retweet,656036a6d0f199a52b84aee85ddefffe01e3500afcf4187e0ca1b232610c7ba1,"RT @IanMakabayan Notice how Malacañang secretly missed out the 70 delegation of Marcos to Switzerland. No PR about this in any media, even state-owned Big economies like India and the US have only anywhere between 7-15 delegation. Bakit 70 ang sa Pilipinas at bakit may kasamang artista?",,1673800641,Twitter,,15 ang artista bakit bakit big delegation delegation economies india kasamang malacañang marcos media missed notice owned pilipinas pr rt sa secretly state switzerland,24,824,5,neutral,opposing,1,
6423,5311982,10704,retweet,d10ebe9a0d1d60335956e940892ed2d31f28e4f1dd0c434a83213768cf6b96cd,"RT @societyofhonor Wow. Did the Chinese ambassador just threaten the 150,000 Filipino workers on Taiwan? Essentially ""Drop EDCA if you genuinely care for the 150,000."" What a bum. Here's a response: ""Get out of our seas, guarantee our EEZ, and we'll drop EDCA. Taiwan has nothing to do with it.""",,1681552817,Twitter,,000 000 150 150 ambassador bum care chinese drop drop edca edca eez essentially filipino genuinely guarantee response rt seas taiwan taiwan threaten workers wow,25,42,5,opposing,,0,
6424,5401449,10704,retweet,cc9fd5fa15c13ecc2fc331626fca92014a0c45fa0da91685a487cac5bf58bf29,"RT @justinmaniluh Basically, Sass is making us think that Duterte was helpless and didn’t have a choice but to proceed with EDCA. Let me run the timeline of events for you: February 7, 2020: FPPRD ordered formal termination of VFA, triggering the 180 days or 6 months needed to fully terminate… https://t.co/t73I5AmppG",,1681830505,Twitter,,2020 basically choice days didn duterte edca events february formal fpprd fully helpless making months needed ordered proceed rt run sass terminate termination timeline triggering vfa,26,184,5,opposing,,0,
6425,5107807,10704,retweet,d2716a83e470bf5ee09595091b87445baf724429b5ac711bcfe1c8fc34c73e33,"RT @altermidya LOOK: Members of the Filipino community in Washington led by Bayan USA, Malaya Movement, and ICHRP protested in front of Fiola Mare, a fine dining establishment in the high-end Georgetown neighborhood, where Marcos, Jr. and his cabinet dined with Filipino Tycoons. https://t.co/doVBP9x14Y",,1683121975,Twitter,,bayan cabinet community dined dining end establishment filipino filipino fine fiola front georgetown high ichrp jr led malaya marcos mare members movement neighborhood protested rt tycoons usa washington,28,133,5,opposing,opposing,1,
